CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Ocupações de Nível Superior
Período:Dez/2017
"Município";"Assistente Social";"Bioquímico/farmacêutico";"Cirurgião Geral";"Clínico Geral";"Enfermeiro";"Fisioterapeuta";"Fonoaudiólogo";"Gineco Obstetra";"Médico de Família";"Nutricionista";"Odontólogo";"Pediatra";"Psicólogo";"Psiquiatra";"Radiologista";"Sanitarista";"Outras especialidades médicas";"Outras ocupações de nível superior relac à Saúde";"Total"
"350390 Arujá";7;11;2;50;64;18;13;19;8;5;32;20;16;-;14;-;35;8;322
"350395 Aspásia";-;2;-;-;3;1;1;-;-;1;2;1;2;-;-;-;-;1;14
"350400 Assis";18;19;2;137;183;67;18;6;9;18;72;25;82;11;13;1;88;29;798
"350410 Atibaia";12;30;12;139;232;52;26;36;11;29;148;77;96;10;16;-;207;24;1157
"350420 Auriflama";3;1;-;13;18;7;2;-;1;2;13;3;4;-;-;-;3;6;76
"350430 Avaí";1;2;-;-;2;1;1;-;3;1;1;-;1;-;-;-;1;1;15
"350440 Avanhandava";4;1;-;2;7;3;-;-;-;1;15;1;2;-;-;-;-;1;37
"350450 Avaré";14;17;3;57;81;36;9;4;15;11;67;11;50;3;5;-;63;15;461
"350460 Bady Bassitt";2;5;-;17;16;11;5;2;4;2;7;4;4;-;-;-;1;3;83
"350470 Balbinos";5;1;-;4;6;2;-;-;1;-;4;1;2;-;-;-;-;-;26
"350480 Bálsamo";-;4;-;8;7;2;1;1;-;2;4;1;3;-;-;-;1;3;37
"350490 Bananal";-;1;-;12;7;3;1;1;3;1;4;7;-;1;2;-;7;1;51
"350500 Barão de Antonina";1;2;-;-;2;1;1;-;-;1;2;1;1;-;-;-;-;2;14
"350510 Barbosa";1;1;-;3;5;2;-;1;1;1;3;1;2;-;-;-;-;1;22
"350520 Bariri";2;2;-;40;26;10;5;-;5;2;20;8;4;2;2;-;11;5;144
"350530 Barra Bonita";3;4;-;21;20;15;8;-;2;7;19;6;18;2;5;-;15;3;148
"350535 Barra do Chapéu";-;1;-;-;6;1;-;-;3;-;3;-;1;-;-;-;-;-;15
"350540 Barra do Turvo";1;2;-;3;14;5;1;1;10;-;2;1;3;-;-;-;1;1;45
"350550 Barretos";52;72;44;221;458;97;27;22;7;27;140;57;64;15;61;-;298;184;1846
"350560 Barrinha";2;1;-;15;19;6;3;1;3;1;12;5;6;1;-;-;12;4;91
"350570 Barueri";41;29;38;303;475;149;48;147;-;32;179;282;89;28;57;-;457;141;2495
"350580 Bastos";2;5;1;12;23;8;3;-;2;3;13;1;3;-;1;-;4;2;83
"350590 Batatais";11;6;4;41;61;43;23;12;10;19;85;12;38;7;3;-;52;23;450
"350600 Bauru";138;73;14;220;747;178;166;56;38;76;349;95;198;22;33;-;426;176;3005
"350610 Bebedouro";14;10;3;26;84;28;8;7;4;6;99;20;40;7;11;-;72;46;485
"350620 Bento de Abreu";-;1;-;-;3;1;-;-;-;1;2;1;-;-;-;-;-;-;9
"350630 Bernardino de Campos";4;3;-;9;6;5;2;-;2;1;8;2;3;1;1;-;3;1;51
"350635 Bertioga";7;5;3;32;33;16;5;9;-;4;28;27;12;2;5;2;20;12;222
"350640 Bilac";-;3;-;10;11;-;1;-;2;2;7;1;2;-;-;-;-;1;40
"350650 Birigui";7;11;1;67;114;45;10;4;12;11;56;12;36;1;3;-;30;6;426
"350660 Biritiba-Mirim";4;3;1;21;17;4;1;5;4;2;20;8;6;-;1;-;12;5;114
"350670 Boa Esperança do Sul";-;2;-;5;11;6;3;-;3;2;10;1;4;-;-;-;1;5;53
"350680 Bocaina";1;4;-;2;6;4;3;-;1;-;3;2;4;-;1;-;-;1;32
"350690 Bofete";-;2;-;1;6;3;1;2;-;-;4;2;2;-;1;-;2;1;27
"350700 Boituva";4;8;-;33;42;14;5;10;-;5;25;17;20;3;7;-;23;9;225
"350710 Bom Jesus dos Perdões";1;1;-;9;12;4;1;2;-;1;13;1;3;-;2;-;2;1;53
"350715 Bom Sucesso de Itararé";-;1;-;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;6
"350720 Borá";-;1;-;1;2;1;-;-;-;1;3;-;1;-;-;-;-;-;10
"350730 Boracéia";1;2;-;4;4;1;1;-;1;1;3;1;2;-;-;-;-;-;21
"350740 Borborema";2;6;1;10;13;13;1;3;-;2;12;1;4;1;1;1;4;3;78
"350745 Borebi";1;2;-;1;2;1;-;-;1;1;2;1;1;-;-;-;-;-;13
"350750 Botucatu";62;42;7;165;438;129;34;34;21;81;167;83;155;27;19;6;907;119;2496
"350760 Bragança Paulista";19;59;7;216;194;72;31;23;15;35;118;59;67;7;24;-;220;27;1193
"350770 Braúna";1;2;-;-;5;2;-;-;1;1;2;1;1;-;-;-;-;1;17
"350775 Brejo Alegre";1;2;-;-;2;2;1;-;-;1;3;-;1;-;-;-;-;-;13
"350780 Brodowski";2;4;-;22;24;14;8;3;1;-;28;3;9;-;-;-;2;10;130
"350790 Brotas";4;3;1;25;20;14;5;1;2;3;26;3;7;2;-;-;4;8;128
"350800 Buri";1;2;-;12;12;7;-;1;2;-;5;1;2;1;1;-;-;-;47
"350810 Buritama";3;4;-;23;21;7;2;1;3;2;14;1;4;1;1;-;7;4;98
"350820 Buritizal";-;4;-;2;3;5;2;-;1;2;5;1;1;-;-;-;1;2;29
"350830 Cabrália Paulista";-;-;-;1;3;2;-;-;2;-;6;-;1;-;-;-;-;-;15
"350840 Cabreúva";4;10;-;33;35;10;5;4;10;1;14;20;17;3;2;-;6;9;183
"350850 Caçapava";8;9;2;115;78;41;17;26;9;16;82;65;47;5;8;1;65;18;612
"350860 Cachoeira Paulista";5;2;-;17;34;13;10;1;4;5;27;4;13;1;3;-;17;3;159
"350870 Caconde";2;3;-;13;17;9;4;1;4;2;14;2;4;1;-;-;3;6;85
"350880 Cafelândia";4;4;-;8;21;7;1;-;1;4;17;4;11;1;1;-;5;9;98
"350890 Caiabu";1;2;-;2;3;2;1;-;2;-;3;-;1;-;-;-;-;-;17
"350900 Caieiras";12;4;1;65;132;36;17;49;-;8;30;72;29;1;8;-;69;12;545
"350910 Caiuá";3;1;-;1;5;1;-;-;3;-;6;-;2;-;-;-;1;1;24
"350920 Cajamar";6;8;2;46;53;12;5;13;-;5;35;14;14;1;3;-;30;4;251
"350925 Cajati";2;4;-;24;22;6;4;3;5;5;12;1;7;1;-;-;4;2;102
"350930 Cajobi";-;1;-;7;9;5;3;1;2;-;7;1;1;-;-;-;3;1;41
"350940 Cajuru";2;3;2;12;27;11;4;-;5;5;36;3;9;1;1;1;3;7;132
"350945 Campina do Monte Alegre";1;-;-;2;4;1;1;-;-;1;2;1;2;-;-;-;-;-;15
"350950 Campinas";173;220;75;794;2336;498;201;421;143;184;1344;665;557;194;181;18;3353;608;11965
"350960 Campo Limpo Paulista";6;11;3;41;36;13;7;9;2;4;36;24;18;2;-;-;24;15;251
"350970 Campos do Jordão";7;5;1;28;50;12;4;8;9;4;28;12;13;-;3;-;20;12;216
"350980 Campos Novos Paulista";1;1;-;-;3;2;-;-;2;1;4;-;1;-;-;-;-;-;15
"350990 Cananéia";1;-;-;1;17;3;-;2;5;-;5;-;1;-;-;-;-;-;35
"350995 Canas";-;1;-;-;2;2;1;-;-;-;3;1;1;-;-;-;2;-;13
"351000 Cândido Mota";5;6;-;49;17;18;1;1;1;3;33;1;16;-;1;-;1;10;163
"351010 Cândido Rodrigues";-;3;-;4;4;2;1;-;1;1;6;-;1;-;1;-;2;1;27
"351015 Canitar";-;1;-;5;5;1;1;-;1;-;4;1;1;-;-;-;-;-;20
"351020 Capão Bonito";6;3;-;28;31;18;5;1;9;4;18;2;13;2;1;-;5;9;155
"351030 Capela do Alto";-;1;-;10;19;3;3;1;3;-;9;2;5;-;1;-;3;3;63
"351040 Capivari";8;12;1;34;42;36;13;3;-;6;68;10;39;3;2;-;24;25;326
"351050 Caraguatatuba";14;17;7;105;174;44;13;10;17;9;84;36;27;4;16;1;82;28;688
"351060 Carapicuíba";31;17;12;139;231;67;19;46;-;11;64;95;35;13;16;-;219;23;1038
"351070 Cardoso";2;6;1;7;13;6;3;-;3;1;10;3;4;1;3;-;18;3;84
"351080 Casa Branca";20;8;-;18;45;18;5;2;2;8;32;6;26;7;4;1;30;24;256
"351090 Cássia dos Coqueiros";1;1;-;1;4;2;-;-;1;1;2;-;2;1;-;-;-;2;18
"351100 Castilho";1;5;-;37;21;9;1;2;5;4;11;-;5;-;1;-;-;3;105
"351110 Catanduva";25;37;9;130;257;89;16;16;16;22;141;40;63;8;19;-;307;35;1230
"351120 Catiguá";-;1;-;2;4;2;1;-;1;-;10;-;1;-;-;-;-;-;22
"351130 Cedral";1;2;-;7;11;4;2;1;2;2;7;2;2;-;1;-;-;2;46
"351140 Cerqueira César";13;3;-;9;25;6;3;-;2;1;11;1;15;-;1;-;3;2;95
"351150 Cerquilho";6;8;-;40;39;29;10;-;6;8;64;7;25;2;4;-;15;12;275
"351160 Cesário Lange";2;4;2;7;11;8;3;1;1;1;6;2;6;-;-;-;2;4;60
"351170 Charqueada";3;2;-;8;10;3;3;-;1;-;11;3;3;-;1;-;3;1;52
"355720 Chavantes";2;2;-;1;7;2;-;-;1;2;8;2;2;-;-;-;1;1;31
"351190 Clementina";1;1;-;7;3;2;1;1;-;1;5;-;1;-;-;-;-;-;23
"351200 Colina";3;3;1;8;6;6;3;-;-;4;15;1;5;-;-;-;4;4;63
"351210 Colômbia";-;-;-;3;10;4;1;-;3;1;5;1;4;1;1;-;2;-;36
"351220 Conchal";3;4;-;9;20;8;4;-;3;3;13;4;10;-;1;-;1;12;95
"351230 Conchas";1;2;-;3;15;4;1;1;1;1;15;-;2;1;-;-;4;5;56
"351240 Cordeirópolis";6;2;-;12;20;7;4;2;4;1;17;10;11;2;-;-;13;8;119
"351250 Coroados";1;-;-;1;4;2;1;-;1;-;2;-;1;-;-;-;-;-;13
"351260 Coronel Macedo";-;-;-;1;7;1;-;-;1;1;2;-;1;-;1;-;1;1;17
"351270 Corumbataí";-;2;-;7;5;1;-;-;-;-;4;1;1;-;-;-;1;-;22
"351280 Cosmópolis";12;5;-;31;23;15;7;2;9;1;49;4;17;1;1;-;11;12;200
"351290 Cosmorama";-;2;-;5;5;2;1;-;2;1;-;1;1;-;-;-;1;-;21
"351300 Cotia";16;28;22;103;245;39;21;38;12;17;47;79;42;6;26;-;150;77;968
"351310 Cravinhos";2;1;-;13;20;16;3;4;5;5;23;3;8;1;-;-;18;7;129
"351320 Cristais Paulista";1;2;-;7;7;4;1;-;-;2;10;2;-;-;-;-;2;3;41
"351330 Cruzália";1;1;-;7;5;3;1;-;-;1;1;-;1;-;-;-;-;1;22
"351340 Cruzeiro";10;7;3;56;63;48;17;10;2;12;94;13;54;4;13;-;47;27;480
"351350 Cubatão";16;24;3;123;165;47;26;20;18;11;126;69;45;6;14;1;122;28;864
"351360 Cunha";5;3;-;9;13;4;1;-;1;1;9;4;6;1;1;-;3;5;66
"351370 Descalvado";4;5;-;27;34;24;5;-;1;5;34;5;26;-;1;-;11;22;204
"351380 Diadema";37;26;30;208;379;92;25;79;44;28;150;150;68;22;13;-;260;43;1654
"351385 Dirce Reis";1;2;-;1;1;4;1;1;1;-;3;1;2;-;-;-;-;-;18
"351390 Divinolândia";3;5;-;7;23;15;8;-;2;2;12;2;7;-;-;-;120;9;215
"351400 Dobrada";-;1;-;1;6;-;-;-;4;-;6;2;-;-;-;-;-;1;21
"351410 Dois Córregos";4;6;-;23;21;3;3;-;1;2;10;4;7;-;-;-;7;9;100
"351420 Dolcinópolis";-;1;-;-;1;2;1;-;-;-;2;1;1;-;-;-;-;-;9
"351430 Dourado";-;2;-;2;8;2;-;-;2;1;7;1;1;-;1;-;-;1;28
"351440 Dracena";13;11;-;50;56;26;9;2;2;6;27;10;45;3;8;-;43;23;334
"351450 Duartina";4;2;-;8;12;5;2;-;1;1;14;1;5;-;-;-;-;3;58
"351460 Dumont";-;1;-;4;6;1;1;1;1;-;2;1;1;-;-;-;2;-;21
"351470 Echaporã";1;1;-;11;9;2;-;1;1;1;3;-;1;1;1;-;2;-;35
"351480 Eldorado";1;2;-;3;12;2;1;1;4;1;1;1;1;-;-;-;-;1;31
"351490 Elias Fausto";1;3;1;7;9;4;1;-;2;-;6;1;1;-;-;-;2;2;40
"351492 Elisiário";1;1;-;-;1;1;1;-;-;1;3;-;1;-;-;-;-;-;10
"351495 Embaúba";-;1;-;2;3;3;1;-;1;1;4;-;1;-;-;-;-;-;17
"351500 Embu das Artes";12;11;1;120;132;9;10;22;24;4;61;30;33;6;3;-;27;9;514
"351510 Embu-Guaçu";4;6;-;15;40;9;4;2;22;6;11;4;11;1;1;-;8;5;149
"351512 Emilianópolis";1;1;-;1;2;1;1;-;1;-;2;-;1;-;-;-;-;-;11
"351515 Engenheiro Coelho";3;2;-;17;14;10;1;1;1;3;10;1;10;1;-;-;5;4;83
"351518 Espírito Santo do Pinhal";7;7;-;36;51;26;10;7;5;8;46;8;24;1;2;-;29;13;280
"351519 Espírito Santo do Turvo";1;1;-;4;3;1;1;-;-;1;2;-;3;-;-;-;-;-;17
"355730 Estiva Gerbi";3;1;-;2;7;3;1;-;1;-;3;-;1;-;-;-;-;7;29
"351520 Estrela d'Oeste";1;3;-;6;10;7;2;-;1;1;9;3;3;-;2;-;2;4;54
"351530 Estrela do Norte";1;1;-;-;3;2;-;-;-;1;2;1;1;-;-;-;-;-;12
"351535 Euclides da Cunha Paulista";-;1;-;7;8;1;2;-;2;-;6;-;1;1;-;-;-;1;30
"351540 Fartura";5;1;-;11;12;9;5;1;3;2;13;2;6;-;-;-;2;24;96
"351560 Fernando Prestes";-;1;-;3;6;2;1;-;2;-;5;-;1;-;-;-;2;2;25
"351550 Fernandópolis";13;48;1;81;142;48;14;4;13;11;126;11;85;6;7;-;78;39;727
"351565 Fernão";1;1;-;1;3;1;-;1;1;2;4;-;1;-;-;-;1;1;18
"351570 Ferraz de Vasconcelos";16;14;11;50;167;31;7;29;13;12;45;31;28;11;6;-;69;24;564
"351580 Flora Rica";-;1;-;-;5;2;-;-;1;-;4;-;-;-;-;-;-;-;13
"351590 Floreal";1;-;-;1;1;3;1;-;-;1;4;1;2;-;-;-;-;1;16
"351600 Flórida Paulista";3;3;-;9;18;4;-;-;3;-;6;1;5;1;-;-;1;3;57
"351610 Florínia";3;1;-;-;9;1;1;-;1;-;1;-;1;-;-;-;-;-;18
"351620 Franca";62;29;16;211;204;145;83;64;8;37;202;91;166;19;13;-;304;89;1743
"351630 Francisco Morato";7;7;6;46;102;20;4;9;15;6;33;37;17;2;4;-;35;14;364
"351640 Franco da Rocha";65;19;8;45;217;30;8;4;21;20;49;11;79;34;4;-;94;25;733
"351650 Gabriel Monteiro";-;1;-;-;3;2;1;-;1;1;2;-;1;-;-;-;-;-;12
"351660 Gália";-;2;-;8;9;2;-;-;2;1;5;1;3;-;-;-;-;2;35
"351670 Garça";5;4;-;44;53;8;5;3;9;5;23;4;16;4;4;-;16;8;211
"351680 Gastão Vidigal";-;2;-;2;2;2;1;-;2;-;3;-;1;-;-;-;-;-;15
"351685 Gavião Peixoto";1;1;-;4;6;2;1;1;1;2;3;-;2;-;-;-;2;2;28
"351690 General Salgado";2;1;-;3;13;5;-;-;2;1;9;1;5;-;1;-;1;3;47
"351700 Getulina";3;2;-;9;9;2;-;-;-;-;13;-;1;-;-;-;1;1;41
"351710 Glicério";-;1;-;2;5;2;-;-;2;1;2;-;1;-;-;-;-;1;17
"351720 Guaiçara";1;2;-;2;6;9;1;-;2;-;12;2;3;-;-;-;2;2;44
"351730 Guaimbê";1;1;-;1;6;2;1;-;-;1;3;-;1;-;-;-;1;1;19
"351740 Guaíra";6;5;-;19;23;4;3;-;6;4;23;5;13;-;1;-;8;2;122
"351750 Guapiaçu";1;2;-;15;17;6;2;3;1;2;12;3;3;-;1;-;7;4;79
"351760 Guapiara";1;1;-;7;12;1;-;-;-;-;7;3;2;-;-;-;-;2;36
"351770 Guará";2;3;1;8;13;7;4;-;-;3;15;2;9;1;1;-;2;4;75
"351780 Guaraçaí";1;3;-;8;9;3;1;1;-;2;9;1;1;-;-;-;-;1;40
"351790 Guaraci";-;6;-;8;10;3;2;1;1;-;10;-;2;1;2;-;2;6;54
"351800 Guarani d'Oeste";1;1;-;-;3;2;1;-;-;-;1;1;2;-;-;-;-;3;15
"351810 Guarantã";1;1;-;-;5;1;-;-;2;1;7;-;2;-;-;-;-;1;21
"351820 Guararapes";5;2;-;28;23;10;3;1;-;4;19;1;10;-;-;-;1;2;109
"351830 Guararema";-;8;-;35;37;12;3;11;-;3;19;11;6;3;6;-;6;6;166
"351840 Guaratinguetá";9;14;8;124;169;30;16;12;5;13;136;29;58;3;6;-;103;28;763
"351850 Guareí";4;1;-;6;15;3;1;1;2;1;4;-;4;-;-;-;3;3;48
"351860 Guariba";1;5;1;48;22;9;5;3;3;2;36;3;14;1;1;-;17;4;175
"351870 Guarujá";33;27;6;255;293;77;25;31;36;22;146;81;59;3;10;-;155;36;1295
"351880 Guarulhos";144;118;75;668;1498;239;106;231;87;93;650;410;292;40;78;2;925;185;5841
"351885 Guatapará";-;1;-;21;6;2;1;-;-;-;3;1;2;1;-;-;1;-;39
"351890 Guzolândia";-;1;-;-;2;1;1;-;1;-;4;-;2;-;-;-;-;-;12
"351900 Herculândia";-;4;-;4;8;7;1;-;4;2;7;-;3;1;1;-;-;1;43
"351905 Holambra";1;1;-;5;9;4;1;1;3;-;10;3;2;-;1;-;5;2;48
"351907 Hortolândia";34;17;10;111;135;35;9;16;26;9;117;55;37;1;3;-;22;19;656
"351910 Iacanga";2;2;-;3;10;3;-;-;-;2;10;-;5;-;-;-;-;-;37
"351920 Iacri";1;1;-;1;6;5;-;-;1;-;5;-;1;-;-;-;-;1;22
"351925 Iaras";16;2;-;-;4;2;-;-;1;-;4;1;14;-;-;-;-;-;44
"351930 Ibaté";1;4;-;14;16;10;4;1;4;2;20;5;4;1;-;-;4;7;97
"351940 Ibirá";-;2;-;4;7;2;-;-;1;2;6;1;2;-;1;1;1;3;33
"351950 Ibirarema";1;-;-;8;5;1;-;-;2;1;3;1;1;-;-;-;-;1;24
"351960 Ibitinga";1;9;-;42;40;11;4;1;1;5;62;6;11;2;3;-;21;11;230
"351970 Ibiúna";3;8;1;32;31;18;6;5;-;3;20;6;13;1;2;-;8;13;170
"351980 Icém";1;3;-;6;8;7;1;-;2;-;9;-;2;1;-;-;2;1;43
"351990 Iepê";1;7;-;2;10;4;1;-;-;1;9;1;1;-;2;-;1;2;42
"352000 Igaraçu do Tietê";3;2;-;2;4;2;4;-;6;1;9;1;7;-;-;-;-;5;46
"352010 Igarapava";2;4;-;24;26;13;6;1;5;2;27;1;12;1;2;-;6;12;144
"352020 Igaratá";1;-;1;1;8;5;1;-;-;2;2;2;3;-;-;-;1;1;28
"352030 Iguape";2;3;-;5;33;8;2;1;7;2;9;2;3;-;1;-;8;3;89
"352042 Ilha Comprida";-;2;-;8;16;3;1;-;-;1;4;-;1;-;-;-;2;1;39
"352044 Ilha Solteira";6;2;-;20;42;26;7;3;8;6;35;3;21;1;6;-;19;8;213
"352040 Ilhabela";6;11;-;33;51;11;3;1;10;3;16;11;14;-;2;-;4;8;184
"352050 Indaiatuba";23;14;18;152;219;69;29;22;20;12;183;60;71;8;10;-;154;50;1114
"352060 Indiana";1;2;-;-;3;2;-;-;1;1;6;-;1;-;-;-;-;-;17
"352070 Indiaporã";2;1;-;7;8;4;2;-;-;1;4;1;2;-;1;-;-;2;35
"352080 Inúbia Paulista";1;2;-;-;3;2;-;-;1;1;3;1;1;-;-;-;-;1;16
"352090 Ipaussu";1;2;-;2;10;7;-;-;1;1;12;-;3;-;-;-;2;1;42
"352100 Iperó";4;4;-;9;17;3;1;1;2;1;10;2;11;1;1;-;2;3;72
"352110 Ipeúna";-;1;-;3;4;2;1;1;1;1;3;-;2;-;2;-;2;1;24
"352115 Ipiguá";1;-;-;1;5;2;1;1;-;-;4;-;2;-;-;-;-;-;17
"352120 Iporanga";-;1;-;4;14;1;-;-;2;1;3;-;1;-;-;-;1;-;28
"352130 Ipuã";2;1;-;25;19;10;3;-;2;3;13;1;10;-;1;-;2;4;96
"352140 Iracemápolis";3;7;-;11;12;7;3;1;2;3;10;2;2;1;1;-;4;4;73
"352150 Irapuã";1;4;-;2;4;7;1;-;1;1;5;1;1;-;-;-;-;2;30
"352160 Irapuru";10;3;-;4;8;3;1;-;-;-;5;-;9;-;-;-;-;-;43
"352170 Itaberá";1;2;-;7;16;4;2;-;-;1;4;3;2;-;1;-;-;2;45
"352180 Itaí";3;3;-;2;15;4;2;2;3;1;14;1;4;-;-;-;1;4;59
"352190 Itajobi";1;3;-;13;15;10;-;-;2;3;18;-;2;-;-;-;1;3;71
"352200 Itaju";1;1;-;-;4;-;1;-;-;1;2;-;1;-;-;-;-;1;12
"352210 Itanhaém";8;13;8;48;118;23;9;11;22;8;31;28;25;6;4;-;34;16;412
"352215 Itaóca";1;1;-;-;2;2;-;-;1;1;1;-;1;-;-;-;-;-;10
"352220 Itapecerica da Serra";14;4;6;35;210;48;5;29;23;12;41;51;31;7;5;-;97;11;629
"352230 Itapetininga";19;14;-;103;147;57;27;11;10;21;90;16;68;3;8;-;78;37;709
"352240 Itapeva";11;19;4;53;129;34;13;3;4;13;67;17;35;2;5;-;43;20;472
"352250 Itapevi";11;17;13;130;229;36;13;52;-;14;73;49;21;9;17;-;95;11;790
"352260 Itapira";21;7;1;49;80;22;6;1;15;8;47;13;40;19;3;-;47;47;426
"352265 Itapirapuã Paulista";-;1;-;1;3;2;-;-;1;-;2;-;1;-;-;-;-;-;11
"352270 Itápolis";2;7;-;53;22;14;5;1;1;3;31;3;13;-;-;-;5;17;177
"352280 Itaporanga";2;2;-;9;15;4;2;-;-;2;3;-;2;-;1;-;-;8;50
"352290 Itapuí";1;2;-;4;9;7;-;-;2;1;9;1;3;-;-;-;2;1;42
"352300 Itapura";-;1;-;-;3;1;-;-;2;-;1;-;1;-;-;-;-;2;11
"352310 Itaquaquecetuba";10;15;12;78;156;26;6;29;29;13;47;92;14;11;7;-;62;26;633
"352320 Itararé";4;6;-;24;35;15;4;5;2;4;30;6;6;1;-;-;4;6;152
"352330 Itariri";1;1;-;4;11;2;1;1;2;1;5;-;1;1;-;-;-;1;32
"352340 Itatiba";11;27;7;56;113;28;20;5;25;14;83;25;38;2;3;-;55;23;535
"352350 Itatinga";1;-;-;7;8;4;-;-;-;1;9;2;4;-;-;-;2;2;40
"352360 Itirapina";4;3;-;8;11;7;-;-;-;1;18;1;8;-;-;-;-;1;62
"352370 Itirapuã";1;-;-;2;3;1;-;-;-;1;2;1;2;-;-;-;1;-;14
"352380 Itobi";-;1;-;2;6;2;1;-;-;1;3;1;2;-;-;-;-;-;19
"352390 Itu";28;18;3;144;169;58;33;26;-;28;81;52;65;8;9;-;129;54;905
"352400 Itupeva";4;4;-;68;46;14;5;11;6;4;29;16;14;1;1;-;16;4;243
"352410 Ituverava";6;6;-;53;61;25;9;2;11;6;44;8;25;3;9;-;41;14;323
"352420 Jaborandi";-;2;-;4;6;4;1;-;-;1;5;-;1;-;-;-;-;4;28
"352430 Jaboticabal";9;11;4;51;70;26;15;7;2;9;86;10;31;8;5;-;44;42;430
"352440 Jacareí";25;27;9;153;297;101;39;38;43;28;172;92;110;12;38;-;201;83;1468
"352450 Jaci";6;3;-;9;20;7;2;1;1;3;7;3;12;6;2;-;3;8;93
"352460 Jacupiranga";-;2;-;7;16;4;-;-;3;1;3;1;4;-;-;-;-;3;44
"352470 Jaguariúna";6;15;-;54;58;27;6;2;-;7;40;22;27;2;3;-;29;13;311
"352480 Jales";17;22;-;77;93;33;13;-;3;8;50;9;36;4;13;-;40;24;442
"352490 Jambeiro";-;1;-;1;9;2;-;-;1;-;3;5;-;-;-;-;-;-;22
"352500 Jandira";4;4;-;19;44;10;3;3;37;4;26;11;12;1;1;-;16;7;202
"352510 Jardinópolis";5;6;-;23;39;9;6;2;6;3;37;3;12;3;2;-;4;5;165
"352520 Jarinu";3;6;-;12;27;7;2;-;5;1;13;4;7;-;-;-;3;3;93
"352530 Jaú";40;38;2;113;379;72;24;4;10;23;77;23;64;4;6;-;170;56;1105
"352540 Jeriquara";-;2;-;2;2;1;1;1;1;1;2;-;1;-;-;-;-;-;14
"352550 Joanópolis";-;2;-;10;10;3;-;-;2;1;6;-;3;-;1;-;1;-;39
"352560 João Ramalho";1;1;-;1;7;2;1;-;2;-;4;-;1;-;-;-;1;1;22
"352570 José Bonifácio";3;10;-;14;22;14;6;3;5;6;19;9;7;1;1;-;9;8;137
"352580 Júlio Mesquita";2;-;-;8;5;4;1;-;-;-;4;-;2;1;-;-;-;1;28
"352585 Jumirim";-;1;-;2;3;1;1;-;-;1;3;1;-;-;-;-;-;-;13
"352590 Jundiaí";46;50;22;286;463;197;102;103;11;52;586;136;267;19;18;-;600;135;3093
"352600 Junqueirópolis";6;4;-;18;29;8;1;-;2;1;11;-;7;1;-;-;1;1;90
"352610 Juquiá";-;4;-;8;12;3;1;-;6;1;8;2;3;-;-;-;1;1;50
"352620 Juquitiba";2;3;-;11;17;7;3;-;9;2;7;-;3;-;1;-;2;2;69
"352630 Lagoinha";-;1;-;4;7;1;-;1;1;-;2;-;1;1;-;-;2;1;22
"352640 Laranjal Paulista";3;5;-;18;20;11;5;1;-;3;21;3;8;1;1;-;12;9;121
"352650 Lavínia";4;-;-;2;11;2;1;-;3;-;2;-;5;-;-;-;-;1;31
"352660 Lavrinhas";-;1;-;-;6;2;-;-;2;-;3;-;1;-;-;-;-;1;16
"352670 Leme";9;9;1;38;92;54;11;4;5;8;57;10;29;3;5;-;29;31;395
"352680 Lençóis Paulista";8;15;-;100;62;36;8;2;13;9;40;14;27;-;4;2;14;28;382
"352690 Limeira";48;30;6;275;321;116;50;23;10;23;277;71;103;6;14;-;263;129;1765
"352700 Lindóia";1;-;-;4;6;1;2;1;2;-;8;-;2;2;2;-;6;1;38
"352710 Lins";28;11;-;98;125;44;13;6;5;16;175;16;71;7;-;-;50;37;702
"352720 Lorena";8;9;4;64;122;31;12;2;6;8;103;29;33;4;20;-;52;6;513
"352725 Lourdes";-;1;-;-;1;4;1;-;-;1;3;-;2;-;-;-;-;-;13
"352730 Louveira";4;10;5;23;46;29;6;5;-;5;28;18;15;1;1;-;13;14;223
"352740 Lucélia";9;5;-;17;29;7;-;-;-;6;7;-;10;-;-;-;1;6;97
"352750 Lucianópolis";1;1;-;2;2;-;-;-;-;-;3;-;-;-;-;-;-;-;9
"352760 Luís Antônio";-;3;-;12;12;7;1;-;1;-;10;2;5;-;-;-;3;3;59
"352770 Luiziânia";-;1;-;-;6;3;-;-;-;-;3;-;1;-;-;-;-;1;15
"352780 Lupércio";1;1;-;1;3;2;-;-;1;1;4;-;1;-;-;-;-;-;15
"352790 Lutécia";1;1;-;1;6;2;1;-;-;-;2;1;3;-;-;-;-;-;18
"352800 Macatuba";3;2;-;4;11;8;2;-;5;1;15;1;8;-;-;-;-;10;70
"352810 Macaubal";3;3;-;3;9;3;1;1;2;3;9;1;4;-;-;-;1;1;44
"352820 Macedônia";-;1;-;2;6;2;1;-;-;2;4;-;1;-;-;-;-;1;20
"352830 Magda";1;2;-;1;2;2;1;-;-;1;3;1;2;-;-;-;-;-;16
"352840 Mairinque";1;3;-;8;30;10;1;2;6;3;33;3;7;1;-;-;7;2;117
"352850 Mairiporã";5;5;-;12;40;20;9;5;6;7;37;5;29;4;1;-;14;12;211
"352860 Manduri";1;1;-;1;6;1;-;-;2;-;7;-;1;-;-;-;-;1;21
